id	type	qualifier	systematic	gene	aliases	chromname	?	chrom#	from	to	strand				Notes
tL(CAA)A	tRNA_gene	?	tL(CAA)A	SUP56	SUP56	chromosome 1		1	181140	181253	W				Leucine tRNA (tRNA-Leu), predicted by tRNAscan-SE analysis; can mutate to suppress amber nonsense mutations
tS(AGA)A	tRNA_gene	?	tS(AGA)A	tS(AGA)A		chromosome 1		1	182521	182602	C				Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis
YAR027W	gene	?	YAR027W	UIP3	UIP3,DUP240 family protein UIP3	chromosome 1		1	183769	184476	W				Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family
YAR028W	gene	?	YAR028W	YAR028W	DUP240 family protein	chromosome 1		1	184891	185595	W				Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS
YAR029W	gene	?	YAR029W	YAR029W	DUP240 family protein	chromosome 1		1	186320	186544	W				Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern
YAR030C	gene	?	YAR030C	YAR030C		chromosome 1		1	186511	186852	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9
YAR031W	gene	?	YAR031W	PRM9	PRM9,pheromone-regulated DUP240 family protein PRM9	chromosome 1		1	186835	187731	W				Pheromone-regulated protein; contains 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family; PRM9 has a paralog, PRM8, that arose from a segmental duplication
YAR033W	gene	?	YAR033W	MST28	MST28,DUP240 family protein MST28	chromosome 1		1	188106	188810	W				Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles; MST28 has a paralog, MST27, that arose from a segmental duplication
YAR035W	gene	?	YAR035W	YAT1	YAT1,carnitine O-acetyltransferase YAT1	chromosome 1		1	190192	192255	W				Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated
YAR035C-A	gene	?	YAR035C-A	YAR035C-A		chromosome 1		1	192336	192416	C				Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; predicted to have a role in cell budding based on computational "guilt by association" analysis
YAR042W	gene	?	YAR042W	SWH1	SWH1,OSH1,YAR044W,oxysterol-binding protein related protein SWH1	chromosome 1		1	192618	196184	W				Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction; SWH1 has a paralog, OSH2, that arose from the whole genome duplication
YAR047C	gene	?	YAR047C	YAR047C		chromosome 1		1	201466	201786	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YAR050W	gene	?	YAR050W	FLO1	FLO1,FLO2,FLO4,flocculin FLO1	chromosome 1		1	203402	208015	W				Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; FLO1 has a paralog, FLO5, that arose from a segmental duplication
YAR053W	gene	?	YAR053W	YAR053W		chromosome 1		1	208366	208662	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YAR060C	gene	?	YAR060C	YAR060C		chromosome 1		1	217156	217491	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YAR060C has a paralog, YHR212C, that arose from a segmental duplication
YAR064W	gene	?	YAR064W	YAR064W		chromosome 1		1	220197	220496	W				Pseudogenic fragment with similarity to flocculins; YAR064W has a paralog, YHR213W-B, that arose from a segmental duplication
YAR066W	gene	?	YAR066W	YAR066W		chromosome 1		1	221048	221659	W				Putative GPI protein; YAR066W has a paralog, YHR214W, that arose from a segmental duplication
YAR068W	gene	?	YAR068W	YAR068W		chromosome 1		1	222405	222890	W				Fungal-specific protein of unknown function; induced in respiratory-deficient cells; YAR068W has a paralog, YHR214W-A, that arose from a segmental duplication
YAR069C	gene	?	YAR069C	YAR069C		chromosome 1		1	224010	224303	C				Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR069C has a paralog, YHR214C-D, that arose from a segmental duplication
YAR070C	gene	?	YAR070C	YAR070C		chromosome 1		1	224562	224861	C				Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR070C has a paralog, YHR214C-B, that arose from a segmental duplication
YAR071W	gene	?	YAR071W	PHO11	PHO11,acid phosphatase PHO11	chromosome 1		1	225459	226862	W				One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2; PHO11 has a paralog, PHO12, that arose from a segmental duplication
YAR073W	gene	?	YAR073W	IMD1	IMD1	chromosome 1		1	227741	228952	W				Nonfunctional protein with homology to IMP dehydrogenase; blocked reading frame, located close to the telomere; not expressed at detectable levels; YAR073W and YAR075W comprise a continuous reading frame in most strains of S. cerevisiae; YAR073W/YAR075W together have a paralog, IMD2, that arose from a segmental duplication
YAR075W	gene	?	YAR075W	YAR075W		chromosome 1		1	228843	229316	W				Non-functional protein with homology IMP dehydrogenase; YAR073W/IMD1 and YAR075W comprise a continuous reading frame in most strains of S. cerevisiae; YAR073W/YAR075W together have a paralog, IMD2, that arose from a segmental duplication
YBL113C	gene	?	YBL113C	YBL113C		chromosome 2		2	279	2657	C				Helicase-like protein encoded within the telomeric Y' element
YBL113W-A	gene	?	YBL113W-A	YBL113W-A		chromosome 2		2	645	1127	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YBL112C	gene	?	YBL112C	YBL112C		chromosome 2		2	2581	2898	C				Putative protein of unknown function; YBL112C is contained within TEL02L
YBL111C	gene	?	YBL111C	YBL111C		chromosome 2		2	2906	5008	C				Helicase-like protein encoded within the telomeric Y' element; relocalizes from mitochondrion to cytoplasm upon DNA replication stress
YBL109W	gene	?	YBL109W	YBL109W		chromosome 2		2	5789	6124	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YBL108C-A	gene	?	YBL108C-A	PAU9	PAU9,seripauperin PAU9	chromosome 2		2	7604	7732	C				Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions
YBL108W	gene	?	YBL108W	YBL108W		chromosome 2		2	8176	8481	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YBL107W-A	gene	?	YBL107W-A	YBL107W-A		chromosome 2		2	9267	9371	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the Ty2 LTR YBLWdelta2; YBL107W-A has a paralog, YER138W-A, that arose from a single-locus duplication
tL(UAA)B1	tRNA_gene	?	tL(UAA)B1	tL(UAA)B1		chromosome 2		2	9582	9665	W				Leucine tRNA (tRNA-Leu), predicted by tRNAscan-SE analysis
YBL107C	gene	?	YBL107C	MIX23	MIX23,MIC23	chromosome 2		2	9960	10550	C				Mitochondrial intermembrane space protein of unknown function; imported via the MIA import machinery; contains an unusual twin cysteine motif (CX13C CX14C)
YBL106C	gene	?	YBL106C	SRO77	SRO77,SNI2,SOP2	chromosome 2		2	10846	13878	C				Protein with roles in exocytosis and cation homeostasis; functions in docking and fusion of post-Golgi vesicles with plasma membrane; regulates cell proliferation and colony development via the Rho1-Tor1 pathway; interacts with SNARE protein Sec9p; homolog of Drosophila lethal giant larvae tumor suppressor; SRO77 has a paralog, SRO7, that arose from the whole genome duplication
YBL105C	gene	?	YBL105C	PKC1	PKC1,CLY15,CLY5,CLY7,HPO2,STT1,protein kinase C	chromosome 2		2	14240	17695	C				Protein serine/threonine kinase; essential for cell wall remodeling during growth; localized to sites of polarized growth and the mother-daughter bud neck; homolog of the alpha, beta, and gamma isoforms of mammalian protein kinase C (PKC)
YBL104C	gene	?	YBL104C	SEA4	SEA4,YBL103C-A	chromosome 2		2	18176	21292	C				Subunit of the SEA (Seh1-associated) complex; SEA is a coatomer-related complex that associates dynamically with the vacuole; has an N-terminal beta-propeller fold and a C-terminal RING motif; promoter contains multiple GCN4 binding sites
YBL103C	gene	?	YBL103C	RTG3	RTG3	chromosome 2		2	22075	23535	C				bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways; forms a complex with another bHLH/Zip protein, Rtg1p, to activate the pathways; target of Hog1p
YBL102W	gene	?	YBL102W	SFT2	SFT2	chromosome 2		2	24097	24744	W				Tetra-spanning membrane protein found mostly in the late Golgi; non-essential; can suppress some sed5 alleles; may be part of the transport machinery, but precise function is unknown; similar to mammalian syntaxin 5
YBL101C	gene	?	YBL101C	ECM21	ECM21,ART2	chromosome 2		2	24945	28298	C				Protein involved in regulating endocytosis of plasma membrane proteins; identified as a substrate for ubiquitination by Rsp5p and deubiquitination by Ubp2p; promoter contains several Gcn4p binding elements; ECM21 has a paralog, CSR2, that arose from the whole genome duplication
YBL100W-C	gene	?	YBL100W-C	YBL100W-C	YBL101W-C	chromosome 2		2	28426	28545	W				Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
tF(GAA)B	tRNA_gene	?	tF(GAA)B	tF(GAA)B		chromosome 2		2	36397	36487	W				Phenylalanine tRNA (tRNA-Phe), predicted by tRNAscan-SE analysis
YBL100C	gene	?	YBL100C	YBL100C		chromosome 2		2	36988	37302	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps the 5' end of ATP1
YBL099W	gene	?	YBL099W	ATP1	ATP1,F1F0 ATP synthase subunit alpha	chromosome 2		2	37052	38689	W				Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated; N-terminally propionylated in vivo
YBL098W	gene	?	YBL098W	BNA4	BNA4,kynurenine 3-monooxygenase	chromosome 2		2	39144	40526	W				Kynurenine 3-mono oxygenase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p; putative therapeutic target for Huntington disease
YBL097W	gene	?	YBL097W	BRN1	BRN1	chromosome 2		2	40830	43094	W				Subunit of the condensin complex; required for chromosome condensation and for clustering of tRNA genes at the nucleolus; may influence multiple aspects of chromosome transmission
YBL096C	gene	?	YBL096C	YBL096C		chromosome 2		2	43173	43481	C				Non-essential protein of unknown function
YBL095W	gene	?	YBL095W	YBL095W		chromosome 2		2	43276	44088	W				Putative protein of unknown function; likely functions in cristae junction formation; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YBL094C	gene	?	YBL094C	YBL094C		chromosome 2		2	43764	44096	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YBL095W
YBL093C	gene	?	YBL093C	ROX3	ROX3,MED19,NUT3,SSN7,SSX2	chromosome 2		2	44255	44917	C				Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme
YBL092W	gene	?	YBL092W	RPL32	RPL32,L32,L32e,ribosomal 60S subunit protein L32	chromosome 2		2	45644	46369	W				Ribosomal 60S subunit protein L32; overexpression disrupts telomeric silencing; homologous to mammalian ribosomal protein L32, no bacterial homolog
YBL091C-A	gene	?	YBL091C-A	SCS22	SCS22,phospholipid metabolism-regulating protein SCS22	chromosome 2		2	46564	47179	C				Protein involved in regulation of phospholipid metabolism; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to the plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; similar to D. melanogaster inturned protein; SCS22 has a paralog, SCS2, that arose from the whole genome duplication
YBL091C	gene	?	YBL091C	MAP2	MAP2	chromosome 2		2	47362	48627	C				Methionine aminopeptidase; catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially redundant with that of Map1p
YBL090W	gene	?	YBL090W	MRP21	MRP21,MRP50,mitochondrial 37S ribosomal protein MRP21	chromosome 2		2	48824	49357	W				Mitochondrial ribosomal protein of the small subunit; MRP21 exhibits genetic interactions with mutations in the COX2 and COX3 mRNA 5'-untranslated leader sequences
YBL089W	gene	?	YBL089W	AVT5	AVT5	chromosome 2		2	49573	50952	W				Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters; AVT5 has a paralog, AVT6, that arose from the whole genome duplication
